session_id,reply_link_id,comment_id,comment_first_seen_ms,candidate_reply_event_id,candidate_reply_start_ms,response_link_type,response_latency_ms,link_evidence,alternative_link_candidates,confidence,arbitration_status,completion_status
latest_live_01,latest_live_01-RPLY00001,latest_live_01-COM00001,0,latest_live_01-SEM0001-000000000160,160,insufficient_source_evidence,160,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00002,latest_live_01-COM00002,0,latest_live_01-SEM0001-000000000160,160,insufficient_source_evidence,160,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00003,latest_live_01-COM00003,300000,latest_live_01-SEM0010-000000322680,322680,insufficient_source_evidence,22680,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00004,latest_live_01-COM00004,300000,latest_live_01-SEM0010-000000322680,322680,insufficient_source_evidence,22680,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00005,latest_live_01-COM00005,300000,latest_live_01-SEM0010-000000322680,322680,insufficient_source_evidence,22680,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00006,latest_live_01-COM00006,600000,latest_live_01-SEM0023-000000592680,592680,topic_related_not_causal,-7320,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00007,latest_live_01-COM00007,600000,latest_live_01-SEM0023-000000592680,592680,topic_related_not_causal,-7320,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00008,latest_live_01-COM00008,600000,latest_live_01-SEM0023-000000592680,592680,topic_related_not_causal,-7320,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00009,latest_live_01-COM00009,900000,latest_live_01-SEM0039-000000896920,896920,topic_related_not_causal,-3080,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00010,latest_live_01-COM00010,900000,latest_live_01-SEM0039-000000896920,896920,topic_related_not_causal,-3080,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00011,latest_live_01-COM00011,900000,latest_live_01-SEM0039-000000896920,896920,topic_related_not_causal,-3080,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00012,latest_live_01-COM00012,1200000,latest_live_01-SEM0046-000001214480,1214480,insufficient_source_evidence,14480,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00013,latest_live_01-COM00013,1500000,latest_live_01-SEM0061-000001501960,1501960,insufficient_source_evidence,1960,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00014,latest_live_01-COM00014,1500000,latest_live_01-SEM0061-000001501960,1501960,insufficient_source_evidence,1960,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00015,latest_live_01-COM00015,1800000,latest_live_01-SEM0076-000001797750,1797750,topic_related_not_causal,-2250,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00016,latest_live_01-COM00016,2100000,latest_live_01-SEM0092-000002104970,2104970,insufficient_source_evidence,4970,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00017,latest_live_01-COM00017,2100000,latest_live_01-SEM0092-000002104970,2104970,insufficient_source_evidence,4970,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00018,latest_live_01-COM00018,2400000,latest_live_01-SEM0104-000002407810,2407810,insufficient_source_evidence,7810,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00019,latest_live_01-COM00019,2400000,latest_live_01-SEM0104-000002407810,2407810,insufficient_source_evidence,7810,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00020,latest_live_01-COM00020,2400000,latest_live_01-SEM0104-000002407810,2407810,insufficient_source_evidence,7810,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00021,latest_live_01-COM00021,2400000,latest_live_01-SEM0104-000002407810,2407810,insufficient_source_evidence,7810,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00022,latest_live_01-COM00022,2400000,latest_live_01-SEM0104-000002407810,2407810,insufficient_source_evidence,7810,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00023,latest_live_01-COM00023,2700000,latest_live_01-SEM0115-000002691830,2691830,topic_related_not_causal,-8170,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00024,latest_live_01-COM00024,3000000,latest_live_01-SEM0132-000003002940,3002940,insufficient_source_evidence,2940,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00025,latest_live_01-COM00025,3300000,latest_live_01-SEM0142-000003321350,3321350,insufficient_source_evidence,21350,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00026,latest_live_01-COM00026,3600000,latest_live_01-SEM0147-000003599480,3599480,topic_related_not_causal,-520,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00027,latest_live_01-COM00027,3900000,latest_live_01-SEM0161-000003889200,3889200,topic_related_not_causal,-10800,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00028,latest_live_01-COM00028,3900000,latest_live_01-SEM0161-000003889200,3889200,topic_related_not_causal,-10800,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00029,latest_live_01-COM00029,4200000,latest_live_01-SEM0172-000004209530,4209530,insufficient_source_evidence,9530,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00030,latest_live_01-COM00030,4200000,latest_live_01-SEM0172-000004209530,4209530,insufficient_source_evidence,9530,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00031,latest_live_01-COM00031,4200000,latest_live_01-SEM0172-000004209530,4209530,insufficient_source_evidence,9530,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00032,latest_live_01-COM00032,4500000,latest_live_01-SEM0183-000004497570,4497570,topic_related_not_causal,-2430,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00033,latest_live_01-COM00033,4500000,latest_live_01-SEM0183-000004497570,4497570,topic_related_not_causal,-2430,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00034,latest_live_01-COM00034,4800000,latest_live_01-SEM0195-000004792320,4792320,topic_related_not_causal,-7680,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00035,latest_live_01-COM00035,4800000,latest_live_01-SEM0195-000004792320,4792320,topic_related_not_causal,-7680,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00036,latest_live_01-COM00036,5100000,latest_live_01-SEM0209-000005120480,5120480,insufficient_source_evidence,20480,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00037,latest_live_01-COM00037,5100000,latest_live_01-SEM0209-000005120480,5120480,insufficient_source_evidence,20480,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_01,latest_live_01-RPLY00038,latest_live_01-COM00038,5400000,latest_live_01-SEM0216-000005387710,5387710,topic_related_not_causal,-12290,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00039,latest_live_01-COM00039,5700000,latest_live_01-SEM0230-000005692080,5692080,topic_related_not_causal,-7920,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00040,latest_live_01-COM00040,5700000,latest_live_01-SEM0230-000005692080,5692080,topic_related_not_causal,-7920,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00041,latest_live_01-COM00041,5700000,latest_live_01-SEM0230-000005692080,5692080,topic_related_not_causal,-7920,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_01,latest_live_01-RPLY00042,latest_live_01-COM00042,5700000,latest_live_01-SEM0230-000005692080,5692080,topic_related_not_causal,-7920,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00043,latest_live_02-COM00001,0,latest_live_02-SEM0001-000000003880,3880,insufficient_source_evidence,3880,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00044,latest_live_02-COM00002,0,latest_live_02-SEM0001-000000003880,3880,insufficient_source_evidence,3880,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00045,latest_live_02-COM00003,300000,latest_live_02-SEM0012-000000285940,285940,topic_related_not_causal,-14060,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00046,latest_live_02-COM00004,300000,latest_live_02-SEM0012-000000285940,285940,topic_related_not_causal,-14060,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00047,latest_live_02-COM00005,600000,latest_live_02-SEM0024-000000594790,594790,topic_related_not_causal,-5210,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00048,latest_live_02-COM00006,600000,latest_live_02-SEM0024-000000594790,594790,topic_related_not_causal,-5210,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00049,latest_live_02-COM00007,900000,latest_live_02-SEM0032-000000981050,981050,insufficient_source_evidence,81050,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00050,latest_live_02-COM00008,1200000,latest_live_02-SEM0041-000001188890,1188890,topic_related_not_causal,-11110,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00051,latest_live_02-COM00009,1200000,latest_live_02-SEM0041-000001188890,1188890,topic_related_not_causal,-11110,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00052,latest_live_02-COM00010,1500000,latest_live_02-SEM0056-000001507740,1507740,insufficient_source_evidence,7740,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00053,latest_live_02-COM00011,1500000,latest_live_02-SEM0056-000001507740,1507740,insufficient_source_evidence,7740,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00054,latest_live_02-COM00012,2400000,latest_live_02-SEM0089-000002405140,2405140,insufficient_source_evidence,5140,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00055,latest_live_02-COM00013,3000000,latest_live_02-SEM0113-000002993010,2993010,topic_related_not_causal,-6990,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00056,latest_live_02-COM00014,3300000,latest_live_02-SEM0122-000003338590,3338590,insufficient_source_evidence,38590,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00057,latest_live_02-COM00015,3300000,latest_live_02-SEM0122-000003338590,3338590,insufficient_source_evidence,38590,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00058,latest_live_02-COM00016,3300000,latest_live_02-SEM0122-000003338590,3338590,insufficient_source_evidence,38590,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00059,latest_live_02-COM00017,3300000,latest_live_02-SEM0122-000003338590,3338590,insufficient_source_evidence,38590,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00060,latest_live_02-COM00018,3600000,latest_live_02-SEM0136-000003604880,3604880,insufficient_source_evidence,4880,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00061,latest_live_02-COM00019,3600000,latest_live_02-SEM0136-000003604880,3604880,insufficient_source_evidence,4880,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00062,latest_live_02-COM00020,3900000,latest_live_02-SEM0148-000003895000,3895000,topic_related_not_causal,-5000,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00063,latest_live_02-COM00021,3900000,latest_live_02-SEM0148-000003895000,3895000,topic_related_not_causal,-5000,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00064,latest_live_02-COM00022,3900000,latest_live_02-SEM0148-000003895000,3895000,topic_related_not_causal,-5000,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00065,latest_live_02-COM00023,3900000,latest_live_02-SEM0148-000003895000,3895000,topic_related_not_causal,-5000,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00066,latest_live_02-COM00024,4200000,latest_live_02-SEM0157-000004196910,4196910,topic_related_not_causal,-3090,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,prompted_comment;topic_related_not_causal;unanswered,0.22,topic_related_not_causal,partial
latest_live_02,latest_live_02-RPLY00067,latest_live_02-COM00025,4500000,latest_live_02-SEM0171-000004517110,4517110,insufficient_source_evidence,17110,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00068,latest_live_02-COM00026,4800000,latest_live_02-SEM0185-000004812730,4812730,insufficient_source_evidence,12730,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00069,latest_live_02-COM00027,4800000,latest_live_02-SEM0185-000004812730,4812730,insufficient_source_evidence,12730,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
latest_live_02,latest_live_02-RPLY00070,latest_live_02-COM00028,4800000,latest_live_02-SEM0185-000004812730,4812730,insufficient_source_evidence,12730,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,prompted_comment;topic_related_not_causal;unanswered,0.35,insufficient_source_evidence,partial
