rule_id,session_id,trigger_type,trigger_evidence_ids,source_event_ids,source_comment_ids,trigger_pattern,audience_state_candidate,decision_goal_candidate,response_strategy_candidate,course_basis,avatar_action_basis,prosody_basis,risk_level_candidate,human_takeover_required,fallback_route,completion_status
RULE-00001,latest_live_01,comment_reply_arbitration,latest_live_01-RL00001,latest_live_01-SEM0122-000002827040,latest_live_01-COM00001,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球，随后用手指向上指,normal_volume,medium,true,manual_takeover,passed
RULE-00002,latest_live_01,comment_reply_arbitration,latest_live_01-RL00002,latest_live_01-SEM0222-000005528520,latest_live_01-COM00002,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a booklet,normal_volume,medium,true,manual_takeover,passed
RULE-00003,latest_live_01,comment_reply_arbitration,latest_live_01-RL00003,latest_live_01-SEM0164-000003977490,latest_live_01-COM00003,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,讲解、手势演示,normal_volume,medium,true,manual_takeover,passed
RULE-00004,latest_live_01,comment_reply_arbitration,latest_live_01-RL00004,latest_live_01-SEM0199-000004880690,latest_live_01-COM00004,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,demonstrating pelvic floor exercises with a pink ball,normal_volume,low,false,safe_generic_response,passed
RULE-00005,latest_live_01,comment_reply_arbitration,latest_live_01-RL00005,latest_live_01-SEM0027-000000677380,latest_live_01-COM00005,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00006,latest_live_01,comment_reply_arbitration,latest_live_01-RL00006,latest_live_01-SEM0145-000003517870,latest_live_01-COM00006,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,坐着进行健身动作指导，伴随手势,normal_volume,medium,true,manual_takeover,passed
RULE-00007,latest_live_01,comment_reply_arbitration,latest_live_01-RL00007,latest_live_01-SEM0140-000003252220,latest_live_01-COM00007,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,standing_instructor_position,normal_volume,medium,true,manual_takeover,passed
RULE-00008,latest_live_01,comment_reply_arbitration,latest_live_01-RL00008,latest_live_01-SEM0110-000002588840,latest_live_01-COM00008,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播手持粉色按摩球，进行讲解和演示。,normal_volume,medium,true,manual_takeover,passed
RULE-00009,latest_live_01,comment_reply_arbitration,latest_live_01-RL00009,latest_live_01-SEM0113-000002648220,latest_live_01-COM00009,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色健身球，演示握持与轻压动作；期间将球置于膝上，双手交替轻拍球面；最后双手合拢于胸前做总结手势,normal_volume,medium,true,manual_takeover,passed
RULE-00010,latest_live_01,comment_reply_arbitration,latest_live_01-RL00010,latest_live_01-SEM0110-000002588840,latest_live_01-COM00010,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播手持粉色按摩球，进行讲解和演示。,normal_volume,low,false,safe_generic_response,passed
RULE-00011,latest_live_01,comment_reply_arbitration,latest_live_01-RL00011,latest_live_01-SEM0113-000002648220,latest_live_01-COM00011,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色健身球，演示握持与轻压动作；期间将球置于膝上，双手交替轻拍球面；最后双手合拢于胸前做总结手势,normal_volume,low,false,safe_generic_response,passed
RULE-00012,latest_live_01,comment_reply_arbitration,latest_live_01-RL00012,latest_live_01-SEM0199-000004880690,latest_live_01-COM00012,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,demonstrating pelvic floor exercises with a pink ball,normal_volume,low,false,safe_generic_response,passed
RULE-00013,latest_live_01,comment_reply_arbitration,latest_live_01-RL00013,latest_live_01-SEM0199-000004880690,latest_live_01-COM00013,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,demonstrating pelvic floor exercises with a pink ball,normal_volume,medium,true,manual_takeover,passed
RULE-00014,latest_live_01,comment_reply_arbitration,latest_live_01-RL00014,latest_live_01-SEM0188-000004628340,latest_live_01-COM00014,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,gesturing with hands,normal_volume,low,false,safe_generic_response,passed
RULE-00015,latest_live_01,comment_reply_arbitration,latest_live_01-RL00015,latest_live_01-SEM0186-000004569860,latest_live_01-COM00015,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播手持粉色瑜伽球，进行讲解和演示。,normal_volume,medium,true,manual_takeover,passed
RULE-00016,latest_live_01,comment_reply_arbitration,latest_live_01-RL00016,latest_live_01-SEM0182-000004477210,latest_live_01-COM00016,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,坐着进行盆底肌锻炼动作演示,normal_volume,low,false,safe_generic_response,passed
RULE-00017,latest_live_01,comment_reply_arbitration,latest_live_01-RL00017,latest_live_01-SEM0190-000004689940,latest_live_01-COM00017,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and manipulating a pink balloon-like object,normal_volume,medium,true,manual_takeover,passed
RULE-00018,latest_live_01,comment_reply_arbitration,latest_live_01-RL00018,latest_live_01-SEM0213-000005305510,latest_live_01-COM00018,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球，用另一只手做手势讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00019,latest_live_01,comment_reply_arbitration,latest_live_01-RL00019,latest_live_01-SEM0212-000005258220,latest_live_01-COM00019,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球，用另一只手做手势讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00020,latest_live_01,comment_reply_arbitration,latest_live_01-RL00020,latest_live_01-SEM0215-000005359260,latest_live_01-COM00020,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球体，用手指点向观众方向进行讲解。,normal_volume,medium,true,manual_takeover,passed
RULE-00021,latest_live_01,comment_reply_arbitration,latest_live_01-RL00021,latest_live_01-SEM0155-000003793910,latest_live_01-COM00021,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球，进行讲解和示范动作。,normal_volume,medium,true,manual_takeover,passed
RULE-00022,latest_live_01,comment_reply_arbitration,latest_live_01-RL00022,latest_live_01-SEM0079-000001864220,latest_live_01-COM00022,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播在瑜伽球上进行演示，并用手指指向特定部位。,normal_volume,medium,true,manual_takeover,passed
RULE-00023,latest_live_01,comment_reply_arbitration,latest_live_01-RL00023,latest_live_01-SEM0082-000001925470,latest_live_01-COM00023,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播坐着，用手指指向自己，并做出手势进行讲解。,normal_volume,medium,true,manual_takeover,passed
RULE-00024,latest_live_01,comment_reply_arbitration,latest_live_01-RL00024,latest_live_01-SEM0143-000003411760,latest_live_01-COM00024,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,站立，用手指点腹部，调整姿势,normal_volume,medium,true,manual_takeover,passed
RULE-00025,latest_live_01,comment_reply_arbitration,latest_live_01-RL00025,latest_live_01-SEM0151-000003674180,latest_live_01-COM00025,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播手持一个带有红色标记的白色人体模型，同时用手指指向模型上的特定区域进行讲解。,normal_volume,medium,true,manual_takeover,passed
RULE-00026,latest_live_01,comment_reply_arbitration,latest_live_01-RL00026,latest_live_01-SEM0144-000003477970,latest_live_01-COM00026,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,坐着进行健身动作指导，伴随手势,normal_volume,medium,true,manual_takeover,passed
RULE-00027,latest_live_01,comment_reply_arbitration,latest_live_01-RL00027,latest_live_01-SEM0164-000003977490,latest_live_01-COM00027,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,讲解、手势演示,normal_volume,medium,true,manual_takeover,passed
RULE-00028,latest_live_01,comment_reply_arbitration,latest_live_01-RL00028,latest_live_01-SEM0164-000003977490,latest_live_01-COM00028,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,讲解、手势演示,normal_volume,low,false,safe_generic_response,passed
RULE-00029,latest_live_01,comment_reply_arbitration,latest_live_01-RL00029,latest_live_01-SEM0110-000002588840,latest_live_01-COM00029,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播手持粉色按摩球，进行讲解和演示。,normal_volume,low,false,safe_generic_response,passed
RULE-00030,latest_live_01,comment_reply_arbitration,latest_live_01-RL00030,latest_live_01-SEM0021-000000543670,latest_live_01-COM00030,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,双手在胸前做展开-合拢手势，配合语言节奏；身体轻微前倾,normal_volume,low,false,safe_generic_response,passed
RULE-00031,latest_live_01,comment_reply_arbitration,latest_live_01-RL00031,latest_live_01-SEM0021-000000543670,latest_live_01-COM00031,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,双手在胸前做展开-合拢手势，配合语言节奏；身体轻微前倾,normal_volume,medium,true,manual_takeover,passed
RULE-00032,latest_live_01,comment_reply_arbitration,latest_live_01-RL00032,latest_live_01-SEM0021-000000543670,latest_live_01-COM00032,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,双手在胸前做展开-合拢手势，配合语言节奏；身体轻微前倾,normal_volume,medium,true,manual_takeover,passed
RULE-00033,latest_live_01,comment_reply_arbitration,latest_live_01-RL00033,latest_live_01-SEM0021-000000543670,latest_live_01-COM00033,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,双手在胸前做展开-合拢手势，配合语言节奏；身体轻微前倾,normal_volume,low,false,safe_generic_response,passed
RULE-00034,latest_live_01,comment_reply_arbitration,latest_live_01-RL00034,latest_live_01-SEM0239-000005897750,latest_live_01-COM00034,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球，用手指点气球,normal_volume,low,false,safe_generic_response,passed
RULE-00035,latest_live_01,comment_reply_arbitration,latest_live_01-RL00035,latest_live_01-SEM0145-000003517870,latest_live_01-COM00035,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,坐着进行健身动作指导，伴随手势,normal_volume,medium,true,manual_takeover,passed
RULE-00036,latest_live_01,comment_reply_arbitration,latest_live_01-RL00036,latest_live_01-SEM0162-000003915880,latest_live_01-COM00036,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持瑜伽球，进行动作演示。,normal_volume,medium,true,manual_takeover,passed
RULE-00037,latest_live_01,comment_reply_arbitration,latest_live_01-RL00037,latest_live_01-SEM0194-000004773440,latest_live_01-COM00037,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a pink balloon,normal_volume,low,false,safe_generic_response,passed
RULE-00038,latest_live_01,comment_reply_arbitration,latest_live_01-RL00038,latest_live_01-SEM0073-000001741300,latest_live_01-COM00038,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持白色骨盆模型，配合讲解做左右轻微摆动演示；后期转向左侧并继续持模型讲解,normal_volume,low,false,safe_generic_response,passed
RULE-00039,latest_live_01,comment_reply_arbitration,latest_live_01-RL00039,latest_live_01-SEM0196-000004817400,latest_live_01-COM00039,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00040,latest_live_01,comment_reply_arbitration,latest_live_01-RL00040,latest_live_01-SEM0239-000005897750,latest_live_01-COM00040,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球，用手指点气球,normal_volume,low,false,safe_generic_response,passed
RULE-00041,latest_live_01,comment_reply_arbitration,latest_live_01-RL00041,latest_live_01-SEM0015-000000424550,latest_live_01-COM00041,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding_and_manipulating_a_pink_ball,normal_volume,medium,true,manual_takeover,passed
RULE-00042,latest_live_01,comment_reply_arbitration,latest_live_01-RL00042,latest_live_01-SEM0036-000000843010,latest_live_01-COM00042,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking_and_gesturing,normal_volume,low,false,safe_generic_response,passed
RULE-00043,latest_live_01,comment_reply_arbitration,latest_live_01-RL00043,latest_live_01-SEM0044-000001092560,latest_live_01-COM00043,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00044,latest_live_01,comment_reply_arbitration,latest_live_01-RL00044,latest_live_01-SEM0155-000003793910,latest_live_01-COM00044,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球，进行讲解和示范动作。,normal_volume,medium,true,manual_takeover,passed
RULE-00045,latest_live_01,comment_reply_arbitration,latest_live_01-RL00045,latest_live_01-SEM0158-000003845380,latest_live_01-COM00045,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色瑜伽球，进行动作演示。,normal_volume,medium,true,manual_takeover,passed
RULE-00046,latest_live_01,comment_reply_arbitration,latest_live_01-RL00046,latest_live_01-SEM0153-000003743910,latest_live_01-COM00046,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持骨盆模型并用手指指向模型相关部位进行讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00047,latest_live_01,comment_reply_arbitration,latest_live_01-RL00047,latest_live_01-SEM0001-000000000160,latest_live_01-COM00047,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,站立讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00048,latest_live_01,comment_reply_arbitration,latest_live_01-RL00048,latest_live_01-SEM0231-000005709060,latest_live_01-COM00048,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持蓝色笔状物，配合讲话做手势；时而指向屏幕右侧图文区,normal_volume,low,false,safe_generic_response,passed
RULE-00049,latest_live_01,comment_reply_arbitration,latest_live_01-RL00049,latest_live_01-SEM0236-000005823910,latest_live_01-COM00049,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a pink ball,normal_volume,medium,true,manual_takeover,passed
RULE-00050,latest_live_01,comment_reply_arbitration,latest_live_01-RL00050,latest_live_01-SEM0044-000001092560,latest_live_01-COM00050,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00051,latest_live_01,comment_reply_arbitration,latest_live_01-RL00051,latest_live_01-SEM0229-000005661530,latest_live_01-COM00051,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,"speaking, gesturing with index finger raised",normal_volume,medium,true,manual_takeover,passed
RULE-00052,latest_live_01,comment_reply_arbitration,latest_live_01-RL00052,latest_live_01-SEM0229-000005661530,latest_live_01-COM00052,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,"speaking, gesturing with index finger raised",normal_volume,low,false,safe_generic_response,passed
RULE-00053,latest_live_01,comment_reply_arbitration,latest_live_01-RL00053,latest_live_01-SEM0052-000001328200,latest_live_01-COM00053,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,站立讲解，手势辅助说明,normal_volume,low,false,safe_generic_response,passed
RULE-00054,latest_live_01,comment_reply_arbitration,latest_live_01-RL00054,latest_live_01-SEM0222-000005528520,latest_live_01-COM00054,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a booklet,normal_volume,medium,true,manual_takeover,passed
RULE-00055,latest_live_01,comment_reply_arbitration,latest_live_01-RL00055,latest_live_01-SEM0194-000004773440,latest_live_01-COM00055,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a pink balloon,normal_volume,low,false,safe_generic_response,passed
RULE-00056,latest_live_01,comment_reply_arbitration,latest_live_01-RL00056,latest_live_01-SEM0018-000000489450,latest_live_01-COM00056,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,demonstration,normal_volume,low,false,safe_generic_response,passed
RULE-00057,latest_live_01,comment_reply_arbitration,latest_live_01-RL00057,latest_live_01-SEM0188-000004628340,latest_live_01-COM00057,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,gesturing with hands,normal_volume,low,false,safe_generic_response,passed
RULE-00058,latest_live_01,comment_reply_arbitration,latest_live_01-RL00058,latest_live_01-SEM0166-000004020400,latest_live_01-COM00058,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,demonstrating product usage,normal_volume,low,false,safe_generic_response,passed
RULE-00059,latest_live_01,comment_reply_arbitration,latest_live_01-RL00059,latest_live_01-SEM0168-000004098120,latest_live_01-COM00059,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持打气筒，讲解并示范动作,normal_volume,low,false,safe_generic_response,passed
