rule_id,session_id,trigger_type,trigger_evidence_ids,source_event_ids,source_comment_ids,trigger_pattern,audience_state_candidate,decision_goal_candidate,response_strategy_candidate,course_basis,avatar_action_basis,prosody_basis,risk_level_candidate,human_takeover_required,fallback_route,completion_status
RULE-00060,latest_live_01,comment_reply_arbitration,latest_live_01-RL00060,latest_live_01-SEM0095-000002200790,latest_live_01-COM00060,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00061,latest_live_01,comment_reply_arbitration,latest_live_01-RL00061,latest_live_01-SEM0008-000000244610,latest_live_01-COM00061,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,双手张开后合拢，反复做手势强调；口型同步于语音内容,normal_volume,low,false,safe_generic_response,passed
RULE-00062,latest_live_01,comment_reply_arbitration,latest_live_01-RL00062,latest_live_01-SEM0059-000001463780,latest_live_01-COM00062,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色瑜伽球进行演示和讲解,normal_volume,low,false,safe_generic_response,passed
RULE-00063,latest_live_01,comment_reply_arbitration,latest_live_01-RL00063,latest_live_01-SEM0059-000001463780,latest_live_01-COM00063,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色瑜伽球进行演示和讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00064,latest_live_01,comment_reply_arbitration,latest_live_01-RL00064,latest_live_01-SEM0140-000003252220,latest_live_01-COM00064,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,standing_instructor_position,normal_volume,low,false,safe_generic_response,passed
RULE-00065,latest_live_01,comment_reply_arbitration,latest_live_01-RL00065,latest_live_01-SEM0104-000002407810,latest_live_01-COM00065,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding a white ball and demonstrating movements,normal_volume,medium,true,manual_takeover,passed
RULE-00066,latest_live_01,comment_reply_arbitration,latest_live_01-RL00066,latest_live_01-SEM0222-000005528520,latest_live_01-COM00066,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a booklet,normal_volume,medium,true,manual_takeover,passed
RULE-00067,latest_live_01,comment_reply_arbitration,latest_live_01-RL00067,latest_live_01-SEM0225-000005580480,latest_live_01-COM00067,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking_and_gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00068,latest_live_01,comment_reply_arbitration,latest_live_01-RL00068,latest_live_01-SEM0059-000001463780,latest_live_01-COM00068,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色瑜伽球进行演示和讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00069,latest_live_01,comment_reply_arbitration,latest_live_01-RL00069,latest_live_01-SEM0089-000002049690,latest_live_01-COM00069,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,"gesturing with hand, pointing finger",normal_volume,low,false,safe_generic_response,passed
RULE-00070,latest_live_01,comment_reply_arbitration,latest_live_01-RL00070,latest_live_01-SEM0215-000005359260,latest_live_01-COM00070,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球体，用手指点向观众方向进行讲解。,normal_volume,medium,true,manual_takeover,passed
RULE-00071,latest_live_01,comment_reply_arbitration,latest_live_01-RL00071,latest_live_01-SEM0006-000000192060,latest_live_01-COM00071,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking,normal_volume,medium,true,manual_takeover,passed
RULE-00072,latest_live_01,comment_reply_arbitration,latest_live_01-RL00072,latest_live_01-SEM0202-000004928510,latest_live_01-COM00072,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球体，讲解动作要领,normal_volume,low,false,safe_generic_response,passed
RULE-00073,latest_live_01,comment_reply_arbitration,latest_live_01-RL00073,latest_live_01-SEM0119-000002763320,latest_live_01-COM00073,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,hand_gesture,normal_volume,medium,true,manual_takeover,passed
RULE-00074,latest_live_01,comment_reply_arbitration,latest_live_01-RL00074,latest_live_01-SEM0122-000002827040,latest_live_01-COM00074,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球，随后用手指向上指,normal_volume,medium,true,manual_takeover,passed
RULE-00075,latest_live_01,comment_reply_arbitration,latest_live_01-RL00075,latest_live_01-SEM0010-000000322680,latest_live_01-COM00075,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking,normal_volume,low,false,safe_generic_response,passed
RULE-00076,latest_live_01,comment_reply_arbitration,latest_live_01-RL00076,latest_live_01-SEM0196-000004817400,latest_live_01-COM00076,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00077,latest_live_01,comment_reply_arbitration,latest_live_01-RL00077,latest_live_01-SEM0132-000003002940,latest_live_01-COM00077,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,low,false,safe_generic_response,passed
RULE-00078,latest_live_01,comment_reply_arbitration,latest_live_01-RL00078,latest_live_01-SEM0024-000000622240,latest_live_01-COM00078,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,low,false,safe_generic_response,passed
RULE-00079,latest_live_01,comment_reply_arbitration,latest_live_01-RL00079,latest_live_01-SEM0092-000002104970,latest_live_01-COM00079,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,low,false,safe_generic_response,passed
RULE-00080,latest_live_01,comment_reply_arbitration,latest_live_01-RL00080,latest_live_01-SEM0184-000004527130,latest_live_01-COM00080,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,演示盆底肌锻炼动作,normal_volume,medium,true,manual_takeover,passed
RULE-00081,latest_live_01,comment_reply_arbitration,latest_live_01-RL00081,latest_live_01-SEM0099-000002294520,latest_live_01-COM00081,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,demonstrating pelvic floor engagement with hand gestures and upper body movement; mouth open mid-speech; eyes closed briefly then opened,high_emphasis,medium,true,manual_takeover,passed
RULE-00082,latest_live_01,comment_reply_arbitration,latest_live_01-RL00082,latest_live_01-SEM0113-000002648220,latest_live_01-COM00082,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色健身球，演示握持与轻压动作；期间将球置于膝上，双手交替轻拍球面；最后双手合拢于胸前做总结手势,normal_volume,medium,true,manual_takeover,passed
RULE-00083,latest_live_01,comment_reply_arbitration,latest_live_01-RL00083,latest_live_01-SEM0095-000002200790,latest_live_01-COM00083,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking and gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00084,latest_live_01,comment_reply_arbitration,latest_live_01-RL00084,latest_live_01-SEM0036-000000843010,latest_live_01-COM00084,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking_and_gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00085,latest_live_01,comment_reply_arbitration,latest_live_01-RL00085,latest_live_01-SEM0101-000002356400,latest_live_01-COM00085,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,讲解动作要领，用手指点按演示,normal_volume,medium,true,manual_takeover,passed
RULE-00086,latest_live_01,comment_reply_arbitration,latest_live_01-RL00086,latest_live_01-SEM0029-000000726930,latest_live_01-COM00086,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色训练球，进行讲解和示范动作,normal_volume,medium,true,manual_takeover,passed
RULE-00087,latest_live_01,comment_reply_arbitration,latest_live_01-RL00087,latest_live_01-SEM0126-000002882250,latest_live_01-COM00087,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding_anddemonstratinga瑜伽ball,normal_volume,medium,true,manual_takeover,passed
RULE-00088,latest_live_01,comment_reply_arbitration,latest_live_01-RL00088,latest_live_01-SEM0126-000002882250,latest_live_01-COM00088,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding_anddemonstratinga瑜伽ball,normal_volume,medium,true,manual_takeover,passed
RULE-00089,latest_live_01,comment_reply_arbitration,latest_live_01-RL00089,latest_live_01-SEM0134-000003079120,latest_live_01-COM00089,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,讲解动作要领，双手在胸前做演示动作,normal_volume,low,false,safe_generic_response,passed
RULE-00090,latest_live_01,comment_reply_arbitration,latest_live_01-RL00090,latest_live_01-SEM0236-000005823910,latest_live_01-COM00090,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and gesturing with a pink ball,normal_volume,low,false,safe_generic_response,passed
RULE-00091,latest_live_01,comment_reply_arbitration,latest_live_01-RL00091,latest_live_01-SEM0172-000004209530,latest_live_01-COM00091,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持书籍展示,normal_volume,medium,true,manual_takeover,passed
RULE-00092,latest_live_01,comment_reply_arbitration,latest_live_01-RL00092,latest_live_01-SEM0229-000005661530,latest_live_01-COM00092,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,"speaking, gesturing with index finger raised",normal_volume,low,false,safe_generic_response,passed
RULE-00093,latest_live_01,comment_reply_arbitration,latest_live_01-RL00093,latest_live_01-SEM0219-000005474260,latest_live_01-COM00093,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持宣传册并展示瑜伽球,normal_volume,medium,true,manual_takeover,passed
RULE-00094,latest_live_01,comment_reply_arbitration,latest_live_01-RL00094,latest_live_01-SEM0180-000004402040,latest_live_01-COM00094,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球进行盆底肌锻炼演示,normal_volume,low,false,safe_generic_response,passed
RULE-00095,latest_live_01,comment_reply_arbitration,latest_live_01-RL00095,latest_live_01-SEM0177-000004340770,latest_live_01-COM00095,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding and manipulating a pink ball,normal_volume,low,false,safe_generic_response,passed
RULE-00096,latest_live_01,comment_reply_arbitration,latest_live_01-RL00096,latest_live_01-SEM0073-000001741300,latest_live_01-COM00096,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持白色骨盆模型，配合讲解做左右轻微摆动演示；后期转向左侧并继续持模型讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00097,latest_live_01,comment_reply_arbitration,latest_live_01-RL00097,latest_live_01-SEM0155-000003793910,latest_live_01-COM00097,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球，进行讲解和示范动作。,normal_volume,medium,true,manual_takeover,passed
RULE-00098,latest_live_01,comment_reply_arbitration,latest_live_01-RL00098,latest_live_01-SEM0153-000003743910,latest_live_01-COM00098,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持骨盆模型并用手指指向模型相关部位进行讲解,normal_volume,low,false,safe_generic_response,passed
RULE-00099,latest_live_01,comment_reply_arbitration,latest_live_01-RL00099,latest_live_01-SEM0153-000003743910,latest_live_01-COM00099,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持骨盆模型并用手指指向模型相关部位进行讲解,normal_volume,low,false,safe_generic_response,passed
RULE-00100,latest_live_01,comment_reply_arbitration,latest_live_01-RL00100,latest_live_01-SEM0213-000005305510,latest_live_01-COM00100,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球，用另一只手做手势讲解,normal_volume,medium,true,manual_takeover,passed
RULE-00101,latest_live_01,comment_reply_arbitration,latest_live_01-RL00101,latest_live_01-SEM0211-000005200440,latest_live_01-COM00101,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding_and_moving_a_balloon,normal_volume,medium,true,manual_takeover,passed
RULE-00102,latest_live_01,comment_reply_arbitration,latest_live_01-RL00102,latest_live_01-SEM0215-000005359260,latest_live_01-COM00102,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球体，用手指点向观众方向进行讲解。,normal_volume,medium,true,manual_takeover,passed
RULE-00103,latest_live_01,comment_reply_arbitration,latest_live_01-RL00103,latest_live_01-SEM0082-000001925470,latest_live_01-COM00103,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播坐着，用手指指向自己，并做出手势进行讲解。,normal_volume,medium,true,manual_takeover,passed
RULE-00104,latest_live_01,comment_reply_arbitration,latest_live_01-RL00104,latest_live_01-SEM0070-000001708090,latest_live_01-COM00104,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,指点、手势演示,normal_volume,medium,true,manual_takeover,passed
RULE-00105,latest_live_01,comment_reply_arbitration,latest_live_01-RL00105,latest_live_01-SEM0079-000001864220,latest_live_01-COM00105,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,主播在瑜伽球上进行演示，并用手指指向特定部位。,normal_volume,medium,true,manual_takeover,passed
RULE-00106,latest_live_01,comment_reply_arbitration,latest_live_01-RL00106,latest_live_01-SEM0231-000005709060,latest_live_01-COM00106,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持蓝色笔状物，配合讲话做手势；时而指向屏幕右侧图文区,normal_volume,medium,true,manual_takeover,passed
RULE-00107,latest_live_01,comment_reply_arbitration,latest_live_01-RL00107,latest_live_01-SEM0012-000000367650,latest_live_01-COM00107,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking_and_gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00108,latest_live_01,comment_reply_arbitration,latest_live_01-RL00108,latest_live_01-SEM0225-000005580480,latest_live_01-COM00108,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking_and_gesturing,normal_volume,medium,true,manual_takeover,passed
RULE-00109,latest_live_01,comment_reply_arbitration,latest_live_01-RL00109,latest_live_01-SEM0104-000002407810,latest_live_01-COM00109,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding a white ball and demonstrating movements,normal_volume,medium,true,manual_takeover,passed
RULE-00110,latest_live_01,comment_reply_arbitration,latest_live_01-RL00110,latest_live_01-SEM0139-000003188680,latest_live_01-COM00110,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,"speaking, gesturing with hands, holding and demonstrating a pink ball (prop)",normal_volume,low,false,safe_generic_response,passed
RULE-00111,latest_live_01,comment_reply_arbitration,latest_live_01-RL00111,latest_live_01-SEM0136-000003139480,latest_live_01-COM00111,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,holding_a_pink_ball_and_explaining,normal_volume,low,false,safe_generic_response,passed
RULE-00112,latest_live_01,comment_reply_arbitration,latest_live_01-RL00112,latest_live_01-SEM0145-000003517870,latest_live_01-COM00112,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,坐着进行健身动作指导，伴随手势,normal_volume,medium,true,manual_takeover,passed
RULE-00113,latest_live_01,comment_reply_arbitration,latest_live_01-RL00113,latest_live_01-SEM0174-000004268850,latest_live_01-COM00113,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色气球进行演示,normal_volume,medium,true,manual_takeover,passed
RULE-00114,latest_live_01,comment_reply_arbitration,latest_live_01-RL00114,latest_live_01-SEM0008-000000244610,latest_live_01-COM00114,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,双手张开后合拢，反复做手势强调；口型同步于语音内容,normal_volume,low,false,safe_generic_response,passed
RULE-00115,latest_live_01,comment_reply_arbitration,latest_live_01-RL00115,latest_live_01-SEM0073-000001741300,latest_live_01-COM00115,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持白色骨盆模型，配合讲解做左右轻微摆动演示；后期转向左侧并继续持模型讲解,normal_volume,low,false,safe_generic_response,passed
RULE-00116,latest_live_01,comment_reply_arbitration,latest_live_01-RL00116,latest_live_01-SEM0153-000003743910,latest_live_01-COM00116,topic_related_not_causal,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持骨盆模型并用手指指向模型相关部位进行讲解,normal_volume,low,false,safe_generic_response,passed
RULE-00117,latest_live_01,comment_reply_arbitration,latest_live_01-RL00117,latest_live_01-SEM0158-000003845380,latest_live_01-COM00117,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色瑜伽球，进行动作演示。,normal_volume,medium,true,manual_takeover,passed
RULE-00118,latest_live_01,comment_reply_arbitration,latest_live_01-RL00118,latest_live_01-SEM0155-000003793910,latest_live_01-COM00118,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,手持粉色球，进行讲解和示范动作。,normal_volume,medium,true,manual_takeover,passed
RULE-00119,latest_live_01,comment_reply_arbitration,latest_live_01-RL00119,latest_live_01-SEM0036-000000843010,latest_live_01-COM00119,insufficient_source_evidence,comment_visible_or_topic_context,answer_only_when_evidence_supports_or_handover,topic_related_answer_with_manual_takeover_on_low_confidence,no_direct_course_quote_use_generic_safe_course_context,speaking_and_gesturing,normal_volume,medium,true,manual_takeover,passed
