clip_id,source_video,time_range,action_type,face_visibility,mouth_visibility,eye_visibility,hand_visibility,body_motion,head_motion,gesture_type,emotion_state,digital_human_use_case,quality_score,risk_note,qwen_vl_max_summary
R06_C5834_C02_middle,参考/完整直播录屏/直播效果一般/C5834（上）.MP4,00:26:45-00:26:51,中段讲解阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,general_live_avatar_reference,5.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""室内瑜伽教学环境"", ""face_visibility"": ""高"", ""eye_gaze"": ""侧向观众方向，偶尔直视镜头"", ""blink_observation"": ""自然眨眼，频率适中"", ""mouth_opening"": ""张开，伴随说话或讲解动作"", ""expression"": ""微笑、生动、富有感染力"", ""head_motion"": ""轻微左右转动，配合讲解节奏"", ""shoulder_neck_motion"": ""肩部轻微起伏，颈部自然活动"", ""body_motion"": ""上半身有节奏地前后微动，保持跪姿稳定"", ""hand_gesture"": ""右手握拳置于胸前，左手在腹部附近做引导性手势"", ""posture_or_position"": ""跪坐于瑜"
R06_C5834_C03_high_motion,参考/完整直播录屏/直播效果一般/C5834（上）.MP4,00:01:36-00:01:42,动作明显阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,action_ecology_reference,5.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""indoor yoga studio setting with decorative elements"", ""face_visibility"": ""fully visible"", ""eye_gaze"": ""directly at camera"", ""blink_observation"": ""normal blinking pattern observed"", ""mouth_opening"": ""moderate opening during speech"", ""expression"": ""smiling, engaged, relaxed"", ""head_motion"": ""slight nodding and head tilting"", ""shoulder_neck_"
R06_C5834_C04_high_audio,参考/完整直播录屏/直播效果一般/C5834（上）.MP4,00:46:26-00:46:32,互动/高语音情绪阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,voice_tone_or_tts_reference,4.2,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R06_C5834_C05_closing,参考/完整直播录屏/直播效果一般/C5834（上）.MP4,00:52:00-00:52:06,收尾或促单阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,closing_or_promotion_style_reference,3.8,face_detail_limited,未调用或调用失败
R07_C5835_C01_opening,参考/完整直播录屏/直播效果一般/C5835（下）.MP4,00:01:00-00:01:06,开头阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,baseline_avatar_state_reference,4.0,face_detail_limited,"```json { ""scene"": ""indoor living space with neutral curtains, yoga mat, and decorative items"", ""face_visibility"": ""fully visible"", ""eye_gaze"": ""looking upward"", ""blink_observation"": ""normal blinking observed"", ""mouth_opening"": ""slightly open"", ""expression"": ""relaxed, neutral"", ""head_motion"": ""minimal, stable position"", ""shoulder_neck_motion"": ""slight moveme"
R07_C5835_C02_middle,参考/完整直播录屏/直播效果一般/C5835（下）.MP4,00:25:54-00:26:00,中段讲解阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,general_live_avatar_reference,5.0,face_detail_limited,"```json { ""scene"": ""室内瑜伽教学环境"", ""face_visibility"": ""完全可见"", ""eye_gaze"": ""直视镜头"", ""blink_observation"": ""正常眨眼频率"", ""mouth_opening"": ""中等开口，伴随讲话"", ""expression"": ""专注且温和"", ""head_motion"": ""轻微点头与左右微调"", ""shoulder_neck_motion"": ""肩部稳定，颈部轻微活动"", ""body_motion"": ""身体基本静止，坐姿稳定"", ""hand_gesture"": ""右手做手势讲解，左手轻扶瑜伽球"", ""posture_or_position"": ""盘腿坐于瑜伽垫上，正对镜头"", ""prop_or_occlusion"": ""粉色瑜伽"
R07_C5835_C03_high_motion,参考/完整直播录屏/直播效果一般/C5835（下）.MP4,00:38:44-00:38:50,动作明显阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,action_ecology_reference,5.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""indoor_yoga_room"", ""face_visibility"": ""fully_visible"", ""eye_gaze"": ""direct_to_camera"", ""blink_observation"": ""normal_blink_rate"", ""mouth_opening"": ""moderate_opening_during_speech"", ""expression"": ""engaged_and_expressive"", ""head_motion"": ""minimal_movement"", ""shoulder_neck_motion"": ""slight_shoulder_shifts"", ""body_motion"": ""subtle_torso_moveme"
R07_C5835_C04_high_audio,参考/完整直播录屏/直播效果一般/C5835（下）.MP4,00:13:57-00:14:03,互动/高语音情绪阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,voice_tone_or_tts_reference,3.8,face_detail_limited,未调用或调用失败
R07_C5835_C05_closing,参考/完整直播录屏/直播效果一般/C5835（下）.MP4,00:50:18-00:50:24,收尾或促单阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,closing_or_promotion_style_reference,3.7,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R08_25_9_11_C01_opening,参考/完整直播录屏/直播效果好/25年9.11视频号背判两性低俗.MP4,00:01:00-00:01:06,开头阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,baseline_avatar_state_reference,4.0,needs_human_review_before_training_or_vendor_acceptance,"{ ""scene"": ""indoor bedroom setting with bed, pillows, and phone visible"", ""face_visibility"": ""fully visible"", ""eye_gaze"": ""looking slightly to the right of the camera"", ""blink_observation"": ""normal blinking frequency observed"", ""mouth_opening"": ""moderate opening, suggesting speech or talking"", ""expression"": ""neutral to slightly engaged, with subtle smile at "
R08_25_9_11_C02_middle,参考/完整直播录屏/直播效果好/25年9.11视频号背判两性低俗.MP4,00:53:52-00:53:58,中段讲解阶段,face_not_detected_or_side_view,limited_or_not_visible,limited_or_not_visible,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,general_live_avatar_reference,4.0,face_detail_limited,"```json { ""scene"": ""bedroom"", ""face_visibility"": ""partial"", ""eye_gaze"": ""upward"", ""blink_observation"": ""normal blinking"", ""mouth_opening"": ""slightly open"", ""expression"": ""relaxed"", ""head_motion"": ""minimal"", ""shoulder_neck_motion"": ""slight movement"", ""body_motion"": ""moderate, leg and arm movements"", ""hand_gesture"": ""reaching upward, then resting on body"", ""po"
R08_25_9_11_C03_high_motion,参考/完整直播录屏/直播效果好/25年9.11视频号背判两性低俗.MP4,00:03:14-00:03:20,动作明显阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,action_ecology_reference,4.0,face_detail_limited,"```json { ""scene"": ""室内卧室环境，人物在床上进行日常活动"", ""face_visibility"": ""高"", ""eye_gaze"": ""向左侧（屏幕方向）"", ""blink_observation"": ""正常眨眼频率"", ""mouth_opening"": ""中等开口，伴随说话动作"", ""expression"": ""微笑，轻松愉悦"", ""head_motion"": ""轻微侧转，面向左侧"", ""shoulder_neck_motion"": ""肩部前伸，颈部轻微转动"", ""body_motion"": ""上半身前倾，手臂伸展后收回"", ""hand_gesture"": ""右手伸向床边物体，随后放下；左手轻触手机"", ""posture_or_position"": ""跪坐于床上，双腿交叉盘坐"", ""pro"
R08_25_9_11_C04_high_audio,参考/完整直播录屏/直播效果好/25年9.11视频号背判两性低俗.MP4,00:42:10-00:42:16,互动/高语音情绪阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,voice_tone_or_tts_reference,3.3,face_detail_limited,未调用或调用失败
R08_25_9_11_C05_closing,参考/完整直播录屏/直播效果好/25年9.11视频号背判两性低俗.MP4,01:46:13-01:46:19,收尾或促单阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,closing_or_promotion_style_reference,3.7,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R09_25_9_8_C01_opening,参考/完整直播录屏/直播效果好/25年9.8.MP4,00:01:00-00:01:06,开头阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,baseline_avatar_state_reference,4.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""indoor bedroom setting with bed, pillows, and personal items"", ""face_visibility"": ""fully visible"", ""eye_gaze"": ""looking slightly to the right of the camera"", ""blink_observation"": ""normal blinking observed"", ""mouth_opening"": ""moderate opening, appears to be speaking or singing"", ""expression"": ""calm and focused"", ""head_motion"": ""minimal hea"
R09_25_9_8_C02_middle,参考/完整直播录屏/直播效果好/25年9.8.MP4,00:45:50-00:45:56,中段讲解阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,general_live_avatar_reference,4.0,needs_human_review_before_training_or_vendor_acceptance,"{ ""scene"": ""室内卧室环境，人物坐在床上进行讲解"", ""face_visibility"": ""完全可见"", ""eye_gaze"": ""直视镜头"", ""blink_observation"": ""正常眨眼频率，无明显异常"", ""mouth_opening"": ""张开，正在进行说话"", ""expression"": ""专注且略带生动的表情，嘴唇动作配合语言"", ""head_motion"": ""轻微点头，头部有小幅度前后移动"", ""shoulder_neck_motion"": ""肩颈稳定，无明显晃动"", ""body_motion"": ""身体基本静止，坐姿端正"", ""hand_gesture"": ""右手持物，左手辅助展示，手势自然流畅"", ""posture_or_position"": ""盘腿坐于床面，上身挺直"","
R09_25_9_8_C03_high_motion,参考/完整直播录屏/直播效果好/25年9.8.MP4,01:19:58-01:20:04,动作明显阶段,face_not_detected_or_side_view,limited_or_not_visible,limited_or_not_visible,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,action_ecology_reference,4.0,face_detail_limited,"```json { ""scene"": ""室内卧室场景，人物在床上阅读"", ""face_visibility"": ""部分可见，面部朝向镜头方向"", ""eye_gaze"": ""看向书本方向，偶尔抬头"", ""blink_observation"": ""有自然眨眼动作"", ""mouth_opening"": ""轻微张开，伴随阅读时的呼吸和表情变化"", ""expression"": ""专注、放松，略带思考神情"", ""head_motion"": ""头部轻微转动，调整阅读角度"", ""shoulder_neck_motion"": ""肩颈保持相对稳定，略有起伏"", ""body_motion"": ""身体从侧卧转为仰卧，腿部微动调整姿势"", ""hand_gesture"": ""双手持书，翻页动作明显"", ""posture_or_positi"
R09_25_9_8_C04_high_audio,参考/完整直播录屏/直播效果好/25年9.8.MP4,00:02:45-00:02:51,互动/高语音情绪阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,voice_tone_or_tts_reference,3.7,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R09_25_9_8_C05_closing,参考/完整直播录屏/直播效果好/25年9.8.MP4,01:30:10-01:30:16,收尾或促单阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,low_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,closing_or_promotion_style_reference,3.7,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R10_7_23_2_C01_opening,参考/完整直播录屏/直播较乱/7.23上午2号机位安全下播.MP4,00:01:00-00:01:06,开头阶段,limited_small_face,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,baseline_avatar_state_reference,4.0,face_detail_limited,"{ ""scene"": ""绿幕背景下的个人表演或录制场景"", ""face_visibility"": ""完全可见"", ""eye_gaze"": ""向上偏右，随后转向正前方"", ""blink_observation"": ""有自然眨眼动作"", ""mouth_opening"": ""张开，伴随歌唱或说话动作"", ""expression"": ""专注且略带情感表达"", ""head_motion"": ""轻微侧转和上下微动"", ""shoulder_neck_motion"": ""肩部轻微起伏，颈部随头部运动"", ""body_motion"": ""身体基本稳定，轻微前倾与后仰"", ""hand_gesture"": ""右手轻触胸口，左手自然下垂"", ""posture_or_position"": ""站立，正面朝向镜头，略微侧身"", ""prop_"
R10_7_23_2_C02_middle,参考/完整直播录屏/直播较乱/7.23上午2号机位安全下播.MP4,01:02:21-01:02:27,中段讲解阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,general_live_avatar_reference,4.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""中段讲解阶段"", ""face_visibility"": ""完全可见"", ""eye_gaze"": ""直视镜头"", ""blink_observation"": ""正常眨眼频率"", ""mouth_opening"": ""张开，有说话动作"", ""expression"": ""专注且自然"", ""head_motion"": ""轻微上下点头"", ""shoulder_neck_motion"": ""稳定，无明显晃动"", ""body_motion"": ""身体基本静止，略有前倾"", ""hand_gesture"": ""双手在腹部位置轻握，右手稍作指向动作"", ""posture_or_position"": ""站立，正面朝向镜头"", ""prop_or_occlusion"": ""无遮挡物，肩部佩戴小型设备"""
R10_7_23_2_C03_high_motion,参考/完整直播录屏/直播较乱/7.23上午2号机位安全下播.MP4,00:33:49-00:33:55,动作明显阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,action_ecology_reference,5.0,needs_human_review_before_training_or_vendor_acceptance,"{ ""scene"": ""indoor studio with green screen background"", ""face_visibility"": ""fully visible"", ""eye_gaze"": ""directly at camera"", ""blink_observation"": ""normal blinking observed"", ""mouth_opening"": ""moderate opening during speech and drinking"", ""expression"": ""engaged, expressive, smiling slightly"", ""head_motion"": ""minimal head movement, slight tilt when drinking"""
R10_7_23_2_C04_high_audio,参考/完整直播录屏/直播较乱/7.23上午2号机位安全下播.MP4,00:22:27-00:22:33,互动/高语音情绪阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,voice_tone_or_tts_reference,3.7,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R10_7_23_2_C05_closing,参考/完整直播录屏/直播较乱/7.23上午2号机位安全下播.MP4,02:03:12-02:03:18,收尾或促单阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,closing_or_promotion_style_reference,3.1,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R11_7_15_C01_opening,参考/完整直播录屏/直播较乱/7月15下午二号机位.MP4,00:01:00-00:01:06,开头阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,baseline_avatar_state_reference,5.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""indoor_studio"", ""face_visibility"": ""fully_visible"", ""eye_gaze"": ""direct_to_camera"", ""blink_observation"": ""normal_blink_rate"", ""mouth_opening"": ""moderate_to_wide"", ""expression"": ""engaged_and_expressive"", ""head_motion"": ""slight_nodding_and_turning"", ""shoulder_neck_motion"": ""minimal_movement"", ""body_motion"": ""dynamic_with_leg_and_arm_movemen"
R11_7_15_C02_middle,参考/完整直播录屏/直播较乱/7月15下午二号机位.MP4,00:49:06-00:49:12,中段讲解阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,general_live_avatar_reference,4.0,needs_human_review_before_training_or_vendor_acceptance,"{ ""scene"": ""中段讲解阶段"", ""face_visibility"": ""完全可见"", ""eye_gaze"": ""直视镜头"", ""blink_observation"": ""正常眨眼频率"", ""mouth_opening"": ""中等开口，伴随讲话"", ""expression"": ""专注且略带强调"", ""head_motion"": ""轻微上下点头"", ""shoulder_neck_motion"": ""肩部稳定，颈部轻微活动"", ""body_motion"": ""身体基本静止，轻微前倾"", ""hand_gesture"": ""双手在胸前做比划动作，手指张开后合拢"", ""posture_or_position"": ""站立，双脚分开与肩同宽"", ""prop_or_occlusion"": ""无明显道具或遮挡"", ""em"
R11_7_15_C03_high_motion,参考/完整直播录屏/直播较乱/7月15下午二号机位.MP4,00:02:57-00:03:03,动作明显阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,high_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,action_ecology_reference,5.0,needs_human_review_before_training_or_vendor_acceptance,"```json { ""scene"": ""indoor_studio"", ""face_visibility"": ""fully_visible"", ""eye_gaze"": ""forward"", ""blink_observation"": ""normal_blinking"", ""mouth_opening"": ""moderate_to_wide"", ""expression"": ""joyful_laughing"", ""head_motion"": ""slight_nodding_and_tilting"", ""shoulder_neck_motion"": ""dynamic_movement_with_shoulder_lifts"", ""body_motion"": ""active_dancing_with_leg_spread"
R11_7_15_C04_high_audio,参考/完整直播录屏/直播较乱/7月15下午二号机位.MP4,00:14:46-00:14:52,互动/高语音情绪阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,voice_tone_or_tts_reference,4.2,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
R11_7_15_C05_closing,参考/完整直播录屏/直播较乱/7月15下午二号机位.MP4,01:36:42-01:36:48,收尾或促单阶段,medium_face_visible,待验证_by_frame_only,待验证_by_frame_only,模型辅助观察见 qwen_vl_max_summary,medium_motion,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,模型辅助观察见 qwen_vl_max_summary,closing_or_promotion_style_reference,4.2,needs_human_review_before_training_or_vendor_acceptance,未调用或调用失败
